macroarea,anno,decessi,sesso,mese,fascia_eta,mese_num
nord,2018,8363,femmine,settembre,80_plus,9
sud,2018,3382,femmine,settembre,80_plus,9
centro,2019,3602,femmine,settembre,80_plus,9
isole,2019,1634,femmine,settembre,80_plus,9
nord,2019,8452,femmine,settembre,80_plus,9
sud,2019,3388,femmine,settembre,80_plus,9
centro,2020,3925,femmine,settembre,80_plus,9
isole,2020,1838,femmine,settembre,80_plus,9
nord,2020,8972,femmine,settembre,80_plus,9
sud,2020,3590,femmine,settembre,80_plus,9
centro,2021,4052,femmine,settembre,80_plus,9
isole,2021,1991,femmine,settembre,80_plus,9
nord,2021,9005,femmine,settembre,80_plus,9
sud,2021,4035,femmine,settembre,80_plus,9
centro,2022,3878,femmine,settembre,80_plus,9
isole,2022,1849,femmine,settembre,80_plus,9
nord,2022,9438,femmine,settembre,80_plus,9
sud,2022,3742,femmine,settembre,80_plus,9
centro,2023,3939,femmine,settembre,80_plus,9
isole,2023,1846,femmine,settembre,80_plus,9
nord,2023,8799,femmine,settembre,80_plus,9
sud,2023,3744,femmine,settembre,80_plus,9
centro,2024,4000,femmine,settembre,80_plus,9
isole,2024,1914,femmine,settembre,80_plus,9
nord,2024,9492,femmine,settembre,80_plus,9
sud,2024,3929,femmine,settembre,80_plus,9
centro,2015,182,maschi,ottobre,0_49,10
isole,2015,117,maschi,ottobre,0_49,10
nord,2015,444,maschi,ottobre,0_49,10
sud,2015,256,maschi,ottobre,0_49,10
centro,2016,174,maschi,ottobre,0_49,10
isole,2016,124,maschi,ottobre,0_49,10
nord,2016,406,maschi,ottobre,0_49,10
sud,2016,246,maschi,ottobre,0_49,10
centro,2017,192,maschi,ottobre,0_49,10
isole,2017,126,maschi,ottobre,0_49,10
nord,2017,400,maschi,ottobre,0_49,10
sud,2017,265,maschi,ottobre,0_49,10
centro,2018,192,maschi,ottobre,0_49,10
isole,2018,99,maschi,ottobre,0_49,10
nord,2018,401,maschi,ottobre,0_49,10
sud,2018,278,maschi,ottobre,0_49,10
centro,2019,142,maschi,ottobre,0_49,10
isole,2019,124,maschi,ottobre,0_49,10
nord,2019,364,maschi,ottobre,0_49,10
sud,2019,193,maschi,ottobre,0_49,10
centro,2020,166,maschi,ottobre,0_49,10
isole,2020,120,maschi,ottobre,0_49,10
nord,2020,395,maschi,ottobre,0_49,10
sud,2020,239,maschi,ottobre,0_49,10
centro,2021,178,maschi,ottobre,0_49,10
isole,2021,117,maschi,ottobre,0_49,10
nord,2021,393,maschi,ottobre,0_49,10
sud,2021,267,maschi,ottobre,0_49,10
centro,2022,139,maschi,ottobre,0_49,10
isole,2022,111,maschi,ottobre,0_49,10
nord,2022,371,maschi,ottobre,0_49,10
sud,2022,224,maschi,ottobre,0_49,10
centro,2023,133,maschi,ottobre,0_49,10
isole,2023,86,maschi,ottobre,0_49,10
nord,2023,338,maschi,ottobre,0_49,10
sud,2023,215,maschi,ottobre,0_49,10
centro,2024,161,maschi,ottobre,0_49,10
isole,2024,119,maschi,ottobre,0_49,10
nord,2024,337,maschi,ottobre,0_49,10
sud,2024,234,maschi,ottobre,0_49,10
centro,2015,489,maschi,ottobre,50_64,10
isole,2015,307,maschi,ottobre,50_64,10
nord,2015,1201,maschi,ottobre,50_64,10
sud,2015,666,maschi,ottobre,50_64,10
centro,2016,516,maschi,ottobre,50_64,10
isole,2016,285,maschi,ottobre,50_64,10
nord,2016,1141,maschi,ottobre,50_64,10
sud,2016,626,maschi,ottobre,50_64,10
centro,2017,497,maschi,ottobre,50_64,10
isole,2017,319,maschi,ottobre,50_64,10
nord,2017,1160,maschi,ottobre,50_64,10
sud,2017,710,maschi,ottobre,50_64,10
centro,2018,543,maschi,ottobre,50_64,10
isole,2018,300,maschi,ottobre,50_64,10
nord,2018,1191,maschi,ottobre,50_64,10
sud,2018,675,maschi,ottobre,50_64,10
centro,2019,486,maschi,ottobre,50_64,10
isole,2019,276,maschi,ottobre,50_64,10
nord,2019,1169,maschi,ottobre,50_64,10
sud,2019,604,maschi,ottobre,50_64,10
centro,2020,584,maschi,ottobre,50_64,10
isole,2020,402,maschi,ottobre,50_64,10
nord,2020,1245,maschi,ottobre,50_64,10
sud,2020,763,maschi,ottobre,50_64,10
centro,2021,464,maschi,ottobre,50_64,10
isole,2021,392,maschi,ottobre,50_64,10
nord,2021,1136,maschi,ottobre,50_64,10
sud,2021,690,maschi,ottobre,50_64,10
centro,2022,518,maschi,ottobre,50_64,10
isole,2022,286,maschi,ottobre,50_64,10
nord,2022,1211,maschi,ottobre,50_64,10
sud,2022,724,maschi,ottobre,50_64,10
centro,2023,487,maschi,ottobre,50_64,10
isole,2023,307,maschi,ottobre,50_64,10
nord,2023,1190,maschi,ottobre,50_64,10
sud,2023,653,maschi,ottobre,50_64,10
centro,2024,511,maschi,ottobre,50_64,10
isole,2024,307,maschi,ottobre,50_64,10
nord,2024,1145,maschi,ottobre,50_64,10
sud,2024,637,maschi,ottobre,50_64,10
centro,2015,1533,maschi,ottobre,65_79,10
isole,2015,831,maschi,ottobre,65_79,10
nord,2015,3856,maschi,ottobre,65_79,10
sud,2015,1800,maschi,ottobre,65_79,10
centro,2016,1588,maschi,ottobre,65_79,10
isole,2016,875,maschi,ottobre,65_79,10
nord,2016,3727,maschi,ottobre,65_79,10
sud,2016,1798,maschi,ottobre,65_79,10
centro,2017,1586,maschi,ottobre,65_79,10
isole,2017,895,maschi,ottobre,65_79,10
nord,2017,3707,maschi,ottobre,65_79,10
sud,2017,1806,maschi,ottobre,65_79,10
centro,2018,1562,maschi,ottobre,65_79,10
isole,2018,843,maschi,ottobre,65_79,10
nord,2018,4016,maschi,ottobre,65_79,10
sud,2018,1810,maschi,ottobre,65_79,10
centro,2019,1415,maschi,ottobre,65_79,10
isole,2019,836,maschi,ottobre,65_79,10
nord,2019,3605,maschi,ottobre,65_79,10
sud,2019,1611,maschi,ottobre,65_79,10
centro,2020,1653,maschi,ottobre,65_79,10
isole,2020,1018,maschi,ottobre,65_79,10
nord,2020,4136,maschi,ottobre,65_79,10
sud,2020,2082,maschi,ottobre,65_79,10
centro,2021,1468,maschi,ottobre,65_79,10
isole,2021,904,maschi,ottobre,65_79,10
nord,2021,3516,maschi,ottobre,65_79,10
sud,2021,1887,maschi,ottobre,65_79,10
centro,2022,1513,maschi,ottobre,65_79,10
isole,2022,915,maschi,ottobre,65_79,10
nord,2022,3757,maschi,ottobre,65_79,10
sud,2022,1905,maschi,ottobre,65_79,10
centro,2023,1506,maschi,ottobre,65_79,10
isole,2023,913,maschi,ottobre,65_79,10
nord,2023,3528,maschi,ottobre,65_79,10
sud,2023,1822,maschi,ottobre,65_79,10
centro,2024,1478,maschi,ottobre,65_79,10
isole,2024,895,maschi,ottobre,65_79,10
nord,2024,3611,maschi,ottobre,65_79,10
sud,2024,1969,maschi,ottobre,65_79,10
centro,2015,2716,maschi,ottobre,80_plus,10
isole,2015,1225,maschi,ottobre,80_plus,10
nord,2015,6086,maschi,ottobre,80_plus,10
sud,2015,2608,maschi,ottobre,80_plus,10
centro,2016,2853,maschi,ottobre,80_plus,10
isole,2016,1250,maschi,ottobre,80_plus,10
nord,2016,6100,maschi,ottobre,80_plus,10
sud,2016,2566,maschi,ottobre,80_plus,10
centro,2017,2875,maschi,ottobre,80_plus,10
isole,2017,1369,maschi,ottobre,80_plus,10
nord,2017,6645,maschi,ottobre,80_plus,10
sud,2017,2808,maschi,ottobre,80_plus,10
centro,2018,2958,maschi,ottobre,80_plus,10
isole,2018,1357,maschi,ottobre,80_plus,10
nord,2018,6825,maschi,ottobre,80_plus,10
sud,2018,2864,maschi,ottobre,80_plus,10
centro,2019,2729,maschi,ottobre,80_plus,10
isole,2019,1292,maschi,ottobre,80_plus,10
nord,2019,6490,maschi,ottobre,80_plus,10
sud,2019,2609,maschi,ottobre,80_plus,10
centro,2020,3507,maschi,ottobre,80_plus,10
isole,2020,1635,maschi,ottobre,80_plus,10
nord,2020,8112,maschi,ottobre,80_plus,10
sud,2020,3247,maschi,ottobre,80_plus,10
centro,2021,3164,maschi,ottobre,80_plus,10
isole,2021,1444,maschi,ottobre,80_plus,10
nord,2021,7054,maschi,ottobre,80_plus,10
sud,2021,2999,maschi,ottobre,80_plus,10
centro,2022,3068,maschi,ottobre,80_plus,10
isole,2022,1431,maschi,ottobre,80_plus,10
nord,2022,7555,maschi,ottobre,80_plus,10
sud,2022,2980,maschi,ottobre,80_plus,10
centro,2023,2952,maschi,ottobre,80_plus,10
isole,2023,1384,maschi,ottobre,80_plus,10
nord,2023,7081,maschi,ottobre,80_plus,10
sud,2023,2836,maschi,ottobre,80_plus,10
centro,2024,3198,maschi,ottobre,80_plus,10
isole,2024,1407,maschi,ottobre,80_plus,10
nord,2024,7675,maschi,ottobre,80_plus,10
sud,2024,2862,maschi,ottobre,80_plus,10
centro,2015,114,femmine,ottobre,0_49,10
isole,2015,69,femmine,ottobre,0_49,10
nord,2015,269,femmine,ottobre,0_49,10
sud,2015,160,femmine,ottobre,0_49,10
centro,2016,141,femmine,ottobre,0_49,10
isole,2016,69,femmine,ottobre,0_49,10
nord,2016,227,femmine,ottobre,0_49,10
sud,2016,156,femmine,ottobre,0_49,10
centro,2017,128,femmine,ottobre,0_49,10
isole,2017,73,femmine,ottobre,0_49,10
nord,2017,282,femmine,ottobre,0_49,10
sud,2017,131,femmine,ottobre,0_49,10
centro,2018,116,femmine,ottobre,0_49,10
isole,2018,68,femmine,ottobre,0_49,10
nord,2018,242,femmine,ottobre,0_49,10
sud,2018,147,femmine,ottobre,0_49,10
centro,2019,94,femmine,ottobre,0_49,10
isole,2019,73,femmine,ottobre,0_49,10
nord,2019,218,femmine,ottobre,0_49,10
sud,2019,138,femmine,ottobre,0_49,10
centro,2020,125,femmine,ottobre,0_49,10
isole,2020,66,femmine,ottobre,0_49,10
nord,2020,203,femmine,ottobre,0_49,10
sud,2020,133,femmine,ottobre,0_49,10
centro,2021,99,femmine,ottobre,0_49,10
isole,2021,64,femmine,ottobre,0_49,10
nord,2021,239,femmine,ottobre,0_49,10
sud,2021,139,femmine,ottobre,0_49,10
centro,2022,88,femmine,ottobre,0_49,10
isole,2022,58,femmine,ottobre,0_49,10
nord,2022,214,femmine,ottobre,0_49,10
sud,2022,128,femmine,ottobre,0_49,10
centro,2023,84,femmine,ottobre,0_49,10
isole,2023,64,femmine,ottobre,0_49,10
nord,2023,210,femmine,ottobre,0_49,10
sud,2023,113,femmine,ottobre,0_49,10
centro,2024,86,femmine,ottobre,0_49,10
isole,2024,60,femmine,ottobre,0_49,10
nord,2024,206,femmine,ottobre,0_49,10
sud,2024,127,femmine,ottobre,0_49,10
centro,2015,320,femmine,ottobre,50_64,10
isole,2015,209,femmine,ottobre,50_64,10
nord,2015,705,femmine,ottobre,50_64,10
sud,2015,386,femmine,ottobre,50_64,10
centro,2016,297,femmine,ottobre,50_64,10
isole,2016,195,femmine,ottobre,50_64,10
nord,2016,656,femmine,ottobre,50_64,10
sud,2016,397,femmine,ottobre,50_64,10
centro,2017,315,femmine,ottobre,50_64,10
isole,2017,190,femmine,ottobre,50_64,10
nord,2017,702,femmine,ottobre,50_64,10
sud,2017,415,femmine,ottobre,50_64,10
centro,2018,305,femmine,ottobre,50_64,10
isole,2018,177,femmine,ottobre,50_64,10
nord,2018,714,femmine,ottobre,50_64,10
sud,2018,400,femmine,ottobre,50_64,10
centro,2019,329,femmine,ottobre,50_64,10
isole,2019,177,femmine,ottobre,50_64,10
nord,2019,700,femmine,ottobre,50_64,10
sud,2019,369,femmine,ottobre,50_64,10
centro,2020,367,femmine,ottobre,50_64,10
isole,2020,221,femmine,ottobre,50_64,10
nord,2020,762,femmine,ottobre,50_64,10
sud,2020,450,femmine,ottobre,50_64,10
centro,2021,338,femmine,ottobre,50_64,10
isole,2021,185,femmine,ottobre,50_64,10
nord,2021,734,femmine,ottobre,50_64,10
sud,2021,414,femmine,ottobre,50_64,10
centro,2022,309,femmine,ottobre,50_64,10
isole,2022,210,femmine,ottobre,50_64,10
nord,2022,702,femmine,ottobre,50_64,10
sud,2022,420,femmine,ottobre,50_64,10
centro,2023,280,femmine,ottobre,50_64,10
isole,2023,230,femmine,ottobre,50_64,10
nord,2023,704,femmine,ottobre,50_64,10
sud,2023,377,femmine,ottobre,50_64,10
centro,2024,298,femmine,ottobre,50_64,10
isole,2024,180,femmine,ottobre,50_64,10
nord,2024,721,femmine,ottobre,50_64,10
sud,2024,424,femmine,ottobre,50_64,10
centro,2015,1060,femmine,ottobre,65_79,10
isole,2015,595,femmine,ottobre,65_79,10
nord,2015,2509,femmine,ottobre,65_79,10
sud,2015,1273,femmine,ottobre,65_79,10
centro,2016,1079,femmine,ottobre,65_79,10
isole,2016,581,femmine,ottobre,65_79,10
nord,2016,2392,femmine,ottobre,65_79,10
sud,2016,1210,femmine,ottobre,65_79,10
centro,2017,1159,femmine,ottobre,65_79,10
isole,2017,591,femmine,ottobre,65_79,10
nord,2017,2404,femmine,ottobre,65_79,10
sud,2017,1196,femmine,ottobre,65_79,10
centro,2018,1106,femmine,ottobre,65_79,10
isole,2018,632,femmine,ottobre,65_79,10
nord,2018,2563,femmine,ottobre,65_79,10
sud,2018,1213,femmine,ottobre,65_79,10
centro,2019,955,femmine,ottobre,65_79,10
isole,2019,578,femmine,ottobre,65_79,10
nord,2019,2397,femmine,ottobre,65_79,10
sud,2019,1072,femmine,ottobre,65_79,10
centro,2020,1135,femmine,ottobre,65_79,10
isole,2020,648,femmine,ottobre,65_79,10
nord,2020,2623,femmine,ottobre,65_79,10
sud,2020,1356,femmine,ottobre,65_79,10
centro,2021,1032,femmine,ottobre,65_79,10
isole,2021,636,femmine,ottobre,65_79,10
nord,2021,2388,femmine,ottobre,65_79,10
sud,2021,1256,femmine,ottobre,65_79,10
centro,2022,1024,femmine,ottobre,65_79,10
isole,2022,609,femmine,ottobre,65_79,10
nord,2022,2508,femmine,ottobre,65_79,10
sud,2022,1224,femmine,ottobre,65_79,10
centro,2023,1055,femmine,ottobre,65_79,10
isole,2023,641,femmine,ottobre,65_79,10
nord,2023,2362,femmine,ottobre,65_79,10
sud,2023,1196,femmine,ottobre,65_79,10
centro,2024,1027,femmine,ottobre,65_79,10
isole,2024,588,femmine,ottobre,65_79,10
nord,2024,2431,femmine,ottobre,65_79,10
sud,2024,1185,femmine,ottobre,65_79,10
centro,2015,3844,femmine,ottobre,80_plus,10
isole,2015,1729,femmine,ottobre,80_plus,10
nord,2015,9305,femmine,ottobre,80_plus,10
sud,2015,3672,femmine,ottobre,80_plus,10
centro,2016,4010,femmine,ottobre,80_plus,10
isole,2016,1684,femmine,ottobre,80_plus,10
nord,2016,8993,femmine,ottobre,80_plus,10
sud,2016,3789,femmine,ottobre,80_plus,10
centro,2017,3997,femmine,ottobre,80_plus,10
isole,2017,1790,femmine,ottobre,80_plus,10
nord,2017,9643,femmine,ottobre,80_plus,10
sud,2017,3798,femmine,ottobre,80_plus,10
centro,2018,4170,femmine,ottobre,80_plus,10
isole,2018,1938,femmine,ottobre,80_plus,10
nord,2018,10131,femmine,ottobre,80_plus,10
sud,2018,3960,femmine,ottobre,80_plus,10
centro,2019,3779,femmine,ottobre,80_plus,10
isole,2019,1687,femmine,ottobre,80_plus,10
nord,2019,9598,femmine,ottobre,80_plus,10
sud,2019,3594,femmine,ottobre,80_plus,10
centro,2020,4692,femmine,ottobre,80_plus,10
isole,2020,2093,femmine,ottobre,80_plus,10
nord,2020,11110,femmine,ottobre,80_plus,10
sud,2020,4280,femmine,ottobre,80_plus,10
centro,2021,4423,femmine,ottobre,80_plus,10
isole,2021,1968,femmine,ottobre,80_plus,10
nord,2021,10105,femmine,ottobre,80_plus,10
sud,2021,3982,femmine,ottobre,80_plus,10
centro,2022,4271,femmine,ottobre,80_plus,10
isole,2022,1885,femmine,ottobre,80_plus,10
nord,2022,10494,femmine,ottobre,80_plus,10
sud,2022,4168,femmine,ottobre,80_plus,10
centro,2023,3991,femmine,ottobre,80_plus,10
isole,2023,1798,femmine,ottobre,80_plus,10
nord,2023,9637,femmine,ottobre,80_plus,10
sud,2023,3848,femmine,ottobre,80_plus,10
centro,2024,4287,femmine,ottobre,80_plus,10
isole,2024,1817,femmine,ottobre,80_plus,10
nord,2024,10790,femmine,ottobre,80_plus,10
sud,2024,3875,femmine,ottobre,80_plus,10
centro,2015,176,maschi,novembre,0_49,11
isole,2015,120,maschi,novembre,0_49,11
nord,2015,402,maschi,novembre,0_49,11
sud,2015,265,maschi,novembre,0_49,11
centro,2016,174,maschi,novembre,0_49,11
isole,2016,121,maschi,novembre,0_49,11
nord,2016,413,maschi,novembre,0_49,11
sud,2016,245,maschi,novembre,0_49,11
centro,2017,179,maschi,novembre,0_49,11
isole,2017,112,maschi,novembre,0_49,11
nord,2017,368,maschi,novembre,0_49,11
sud,2017,240,maschi,novembre,0_49,11
centro,2018,176,maschi,novembre,0_49,11
isole,2018,121,maschi,novembre,0_49,11
nord,2018,407,maschi,novembre,0_49,11
sud,2018,236,maschi,novembre,0_49,11
centro,2019,117,maschi,novembre,0_49,11
isole,2019,103,maschi,novembre,0_49,11
nord,2019,355,maschi,novembre,0_49,11
sud,2019,206,maschi,novembre,0_49,11
centro,2020,184,maschi,novembre,0_49,11
isole,2020,131,maschi,novembre,0_49,11
nord,2020,427,maschi,novembre,0_49,11
sud,2020,269,maschi,novembre,0_49,11
centro,2021,153,maschi,novembre,0_49,11
isole,2021,104,maschi,novembre,0_49,11
nord,2021,388,maschi,novembre,0_49,11
sud,2021,215,maschi,novembre,0_49,11
centro,2022,135,maschi,novembre,0_49,11
isole,2022,84,maschi,novembre,0_49,11
nord,2022,348,maschi,novembre,0_49,11
sud,2022,227,maschi,novembre,0_49,11
centro,2023,167,maschi,novembre,0_49,11
isole,2023,122,maschi,novembre,0_49,11
nord,2023,359,maschi,novembre,0_49,11
sud,2023,205,maschi,novembre,0_49,11
centro,2024,157,maschi,novembre,0_49,11
isole,2024,114,maschi,novembre,0_49,11
nord,2024,338,maschi,novembre,0_49,11
sud,2024,214,maschi,novembre,0_49,11
centro,2015,465,maschi,novembre,50_64,11
isole,2015,287,maschi,novembre,50_64,11
nord,2015,1083,maschi,novembre,50_64,11
sud,2015,644,maschi,novembre,50_64,11
centro,2016,497,maschi,novembre,50_64,11
isole,2016,322,maschi,novembre,50_64,11
nord,2016,1137,maschi,novembre,50_64,11
sud,2016,662,maschi,novembre,50_64,11
centro,2017,484,maschi,novembre,50_64,11
isole,2017,324,maschi,novembre,50_64,11
nord,2017,1100,maschi,novembre,50_64,11
sud,2017,662,maschi,novembre,50_64,11
centro,2018,462,maschi,novembre,50_64,11
isole,2018,318,maschi,novembre,50_64,11
nord,2018,1100,maschi,novembre,50_64,11
sud,2018,604,maschi,novembre,50_64,11
centro,2019,465,maschi,novembre,50_64,11
isole,2019,288,maschi,novembre,50_64,11
nord,2019,1146,maschi,novembre,50_64,11
sud,2019,603,maschi,novembre,50_64,11
centro,2020,715,maschi,novembre,50_64,11
isole,2020,444,maschi,novembre,50_64,11
nord,2020,1652,maschi,novembre,50_64,11
sud,2020,973,maschi,novembre,50_64,11
centro,2021,468,maschi,novembre,50_64,11
isole,2021,336,maschi,novembre,50_64,11
nord,2021,1170,maschi,novembre,50_64,11
sud,2021,689,maschi,novembre,50_64,11
centro,2022,535,maschi,novembre,50_64,11
isole,2022,312,maschi,novembre,50_64,11
nord,2022,1118,maschi,novembre,50_64,11
sud,2022,652,maschi,novembre,50_64,11
centro,2023,491,maschi,novembre,50_64,11
isole,2023,337,maschi,novembre,50_64,11
nord,2023,1198,maschi,novembre,50_64,11
sud,2023,694,maschi,novembre,50_64,11
centro,2024,535,maschi,novembre,50_64,11
isole,2024,325,maschi,novembre,50_64,11
nord,2024,1179,maschi,novembre,50_64,11
sud,2024,671,maschi,novembre,50_64,11
centro,2015,1544,maschi,novembre,65_79,11
isole,2015,826,maschi,novembre,65_79,11
nord,2015,3621,maschi,novembre,65_79,11
sud,2015,1817,maschi,novembre,65_79,11
centro,2016,1559,maschi,novembre,65_79,11
isole,2016,881,maschi,novembre,65_79,11
nord,2016,3764,maschi,novembre,65_79,11
sud,2016,1778,maschi,novembre,65_79,11
centro,2017,1589,maschi,novembre,65_79,11
isole,2017,954,maschi,novembre,65_79,11
nord,2017,3733,maschi,novembre,65_79,11
sud,2017,1858,maschi,novembre,65_79,11
centro,2018,1464,maschi,novembre,65_79,11
isole,2018,868,maschi,novembre,65_79,11
nord,2018,3547,maschi,novembre,65_79,11
sud,2018,1803,maschi,novembre,65_79,11
centro,2019,1380,maschi,novembre,65_79,11
isole,2019,848,maschi,novembre,65_79,11
nord,2019,3425,maschi,novembre,65_79,11
sud,2019,1644,maschi,novembre,65_79,11
centro,2020,2256,maschi,novembre,65_79,11
isole,2020,1335,maschi,novembre,65_79,11
nord,2020,5984,maschi,novembre,65_79,11
sud,2020,2901,maschi,novembre,65_79,11
centro,2021,1526,maschi,novembre,65_79,11
isole,2021,907,maschi,novembre,65_79,11
nord,2021,3539,maschi,novembre,65_79,11
sud,2021,1857,maschi,novembre,65_79,11
centro,2022,1583,maschi,novembre,65_79,11
isole,2022,868,maschi,novembre,65_79,11
nord,2022,3683,maschi,novembre,65_79,11
sud,2022,1899,maschi,novembre,65_79,11
centro,2023,1494,maschi,novembre,65_79,11
isole,2023,918,maschi,novembre,65_79,11
nord,2023,3597,maschi,novembre,65_79,11
sud,2023,1955,maschi,novembre,65_79,11
centro,2024,1464,maschi,novembre,65_79,11
isole,2024,884,maschi,novembre,65_79,11
nord,2024,3388,maschi,novembre,65_79,11
sud,2024,1889,maschi,novembre,65_79,11
centro,2015,2695,maschi,novembre,80_plus,11
isole,2015,1328,maschi,novembre,80_plus,11
nord,2015,5951,maschi,novembre,80_plus,11
sud,2015,2800,maschi,novembre,80_plus,11
centro,2016,2956,maschi,novembre,80_plus,11
isole,2016,1355,maschi,novembre,80_plus,11
nord,2016,6311,maschi,novembre,80_plus,11
sud,2016,2875,maschi,novembre,80_plus,11
centro,2017,2988,maschi,novembre,80_plus,11
isole,2017,1478,maschi,novembre,80_plus,11
nord,2017,6624,maschi,novembre,80_plus,11
sud,2017,3021,maschi,novembre,80_plus,11
centro,2018,2884,maschi,novembre,80_plus,11
isole,2018,1453,maschi,novembre,80_plus,11
nord,2018,6349,maschi,novembre,80_plus,11
sud,2018,2849,maschi,novembre,80_plus,11
centro,2019,2800,maschi,novembre,80_plus,11
isole,2019,1462,maschi,novembre,80_plus,11
nord,2019,6641,maschi,novembre,80_plus,11
sud,2019,2769,maschi,novembre,80_plus,11
centro,2020,4352,maschi,novembre,80_plus,11
isole,2020,2034,maschi,novembre,80_plus,11
nord,2020,11843,maschi,novembre,80_plus,11
sud,2020,4201,maschi,novembre,80_plus,11
centro,2021,3078,maschi,novembre,80_plus,11
isole,2021,1499,maschi,novembre,80_plus,11
nord,2021,7176,maschi,novembre,80_plus,11
sud,2021,2975,maschi,novembre,80_plus,11
centro,2022,3367,maschi,novembre,80_plus,11
isole,2022,1559,maschi,novembre,80_plus,11
nord,2022,7792,maschi,novembre,80_plus,11
sud,2022,3122,maschi,novembre,80_plus,11
centro,2023,3226,maschi,novembre,80_plus,11
isole,2023,1477,maschi,novembre,80_plus,11
nord,2023,8024,maschi,novembre,80_plus,11
sud,2023,3057,maschi,novembre,80_plus,11
centro,2024,3281,maschi,novembre,80_plus,11
isole,2024,1509,maschi,novembre,80_plus,11
nord,2024,7390,maschi,novembre,80_plus,11
sud,2024,3135,maschi,novembre,80_plus,11
centro,2015,112,femmine,novembre,0_49,11
isole,2015,66,femmine,novembre,0_49,11
nord,2015,208,femmine,novembre,0_49,11
sud,2015,144,femmine,novembre,0_49,11
centro,2016,122,femmine,novembre,0_49,11
isole,2016,71,femmine,novembre,0_49,11
nord,2016,280,femmine,novembre,0_49,11
sud,2016,150,femmine,novembre,0_49,11
centro,2017,114,femmine,novembre,0_49,11
isole,2017,73,femmine,novembre,0_49,11
nord,2017,229,femmine,novembre,0_49,11
sud,2017,153,femmine,novembre,0_49,11
centro,2018,96,femmine,novembre,0_49,11
isole,2018,59,femmine,novembre,0_49,11
nord,2018,239,femmine,novembre,0_49,11
sud,2018,147,femmine,novembre,0_49,11
centro,2019,97,femmine,novembre,0_49,11
isole,2019,57,femmine,novembre,0_49,11
nord,2019,208,femmine,novembre,0_49,11
sud,2019,109,femmine,novembre,0_49,11
centro,2020,113,femmine,novembre,0_49,11
isole,2020,56,femmine,novembre,0_49,11
nord,2020,237,femmine,novembre,0_49,11
sud,2020,153,femmine,novembre,0_49,11
centro,2021,95,femmine,novembre,0_49,11
isole,2021,60,femmine,novembre,0_49,11
nord,2021,214,femmine,novembre,0_49,11
sud,2021,143,femmine,novembre,0_49,11
centro,2022,91,femmine,novembre,0_49,11
isole,2022,57,femmine,novembre,0_49,11
nord,2022,238,femmine,novembre,0_49,11
sud,2022,141,femmine,novembre,0_49,11
centro,2023,86,femmine,novembre,0_49,11
isole,2023,63,femmine,novembre,0_49,11
nord,2023,203,femmine,novembre,0_49,11
sud,2023,110,femmine,novembre,0_49,11
centro,2024,80,femmine,novembre,0_49,11
isole,2024,63,femmine,novembre,0_49,11
nord,2024,179,femmine,novembre,0_49,11
sud,2024,134,femmine,novembre,0_49,11
centro,2015,321,femmine,novembre,50_64,11
isole,2015,175,femmine,novembre,50_64,11
nord,2015,649,femmine,novembre,50_64,11
sud,2015,359,femmine,novembre,50_64,11
centro,2016,363,femmine,novembre,50_64,11
isole,2016,179,femmine,novembre,50_64,11
nord,2016,680,femmine,novembre,50_64,11
sud,2016,370,femmine,novembre,50_64,11
centro,2017,302,femmine,novembre,50_64,11
isole,2017,185,femmine,novembre,50_64,11
nord,2017,717,femmine,novembre,50_64,11
sud,2017,382,femmine,novembre,50_64,11
centro,2018,283,femmine,novembre,50_64,11
isole,2018,171,femmine,novembre,50_64,11
nord,2018,686,femmine,novembre,50_64,11
sud,2018,372,femmine,novembre,50_64,11
centro,2019,275,femmine,novembre,50_64,11
isole,2019,172,femmine,novembre,50_64,11
nord,2019,689,femmine,novembre,50_64,11
sud,2019,407,femmine,novembre,50_64,11
centro,2020,339,femmine,novembre,50_64,11
isole,2020,225,femmine,novembre,50_64,11
nord,2020,820,femmine,novembre,50_64,11
sud,2020,544,femmine,novembre,50_64,11
centro,2021,312,femmine,novembre,50_64,11
isole,2021,228,femmine,novembre,50_64,11
nord,2021,671,femmine,novembre,50_64,11
sud,2021,420,femmine,novembre,50_64,11
centro,2022,321,femmine,novembre,50_64,11
isole,2022,193,femmine,novembre,50_64,11
nord,2022,716,femmine,novembre,50_64,11
sud,2022,382,femmine,novembre,50_64,11
centro,2023,318,femmine,novembre,50_64,11
isole,2023,192,femmine,novembre,50_64,11
nord,2023,752,femmine,novembre,50_64,11
sud,2023,420,femmine,novembre,50_64,11
centro,2024,335,femmine,novembre,50_64,11
isole,2024,170,femmine,novembre,50_64,11
nord,2024,667,femmine,novembre,50_64,11
sud,2024,412,femmine,novembre,50_64,11
centro,2015,1040,femmine,novembre,65_79,11
isole,2015,573,femmine,novembre,65_79,11
nord,2015,2362,femmine,novembre,65_79,11
sud,2015,1231,femmine,novembre,65_79,11
centro,2016,1086,femmine,novembre,65_79,11
isole,2016,616,femmine,novembre,65_79,11
nord,2016,2444,femmine,novembre,65_79,11
sud,2016,1268,femmine,novembre,65_79,11
centro,2017,1062,femmine,novembre,65_79,11
isole,2017,619,femmine,novembre,65_79,11
nord,2017,2498,femmine,novembre,65_79,11
sud,2017,1184,femmine,novembre,65_79,11
centro,2018,1012,femmine,novembre,65_79,11
isole,2018,542,femmine,novembre,65_79,11
nord,2018,2294,femmine,novembre,65_79,11
